source,title,url,snippet,published_date,query,year,extracted,extraction_status
DAWN,HBL to close New York branch as US authorities seek ...,https://www.dawn.com/news/1354474,The Habib Bank Limited has on Monday announced its decision to wind up operations in New York following intimation from the state's financial regulator.,Not Found,HBL_STRICT,2017,"August 28, 2017",SUCCESS
DAWN,PSX ends week in green as KSE-100 gains 442 points,https://www.dawn.com/news/1356412,The market remained bearish over the past two sessions but a reduction in the penalty imposed on Habib Bank Limited (HBL) by New York regulators appeared to ...,Not Found,HBL_STRICT,2017,"September 8, 2017",SUCCESS
DAWN,Pakistan Stock Exchange becomes first self-listed ...,https://www.dawn.com/news/1342344,Two local financial institutions — the Pak-China Investment Company Limited and Habib Bank Limited — have been sold a 5pc share each. The PSX recently sold ...,Not Found,HBL_STRICT,2017,"June 30, 2017",SUCCESS
DAWN,HBL vows to fight charges levelled by US regulator - Pakistan,https://www.dawn.com/news/1354739,"If Habib Bank Limited (HBL) did not do anything wrong or did not break the law as its CEO has said, they must not worry. The American justice system is ...",Not Found,HBL_STRICT,2017,"August 30, 2017",SUCCESS
DAWN,Ruthless UBL inflict crushing defeat upon hapless HBL,https://www.dawn.com/news/1379811,"It seemed holders Habib Bank Limited (HBL) didn't want to turn up but once they did at the UBL Sports Complex, their demise was swift. United Bank Limited ...",Not Found,HBL_STRICT,2017,"December 31, 2017",SUCCESS
DAWN,Pakistan Stock Exchange closes above 50000 points,http://www.dawn.com/news/1310861,"... Habib Bank Limited. At least 17 entities in all had expressed an interest in the PSX, whose benchmark stock index was one of the best performing indices ...",Not Found,HBL_STRICT,2017,"January 26, 2017",SUCCESS
DAWN,"Banks charge up to 29pc interest rate, NA told - Pakistan",http://www.dawn.com/news/1312646,"Among the top tiers, the Habib Bank Limited charges 14.05pc markup and the MCB Bank 14pc. Interestingly, the country's largest bank owned by the government ...",Not Found,HBL_STRICT,2017,"February 4, 2017",SUCCESS
DAWN,'84pc of population lacks access to safe drinking water',https://www.dawn.com/news/1319157,"At the top is the Habib Bank Limited with a profit of Rs88bn, followed by MCB with Rs71bn, the United Bank Limited with Rs66bn and the Allied Bank Limited with ...",Not Found,HBL_STRICT,2017,"March 8, 2017",SUCCESS
DAWN,Rs10m stolen from 559 bank accounts in ATM fraud,https://www.dawn.com/news/1374623,"The Habib Bank Limited confirmed that over Rs10 million had been stolen from 559 of its accounts. Naveed Asghar, a corporate and marketing executive of the ...",Not Found,HBL_STRICT,2017,"December 5, 2017",SUCCESS
DAWN,Shan's century sets up comfortable win for UBL - Newspaper,https://www.dawn.com/news/1379366,"Elsewhere, Ahmed Shehzad led from the front with a sparkling undefeated 162 to help defending champions Habib Bank Limited (HBL) seal a five-wicket success ...",Not Found,HBL_STRICT,2017,"December 29, 2017",SUCCESS
DAWN,2017 in review: Dirty politics trumped development ...,https://www.dawn.com/news/1379546,"... Habib Bank Limited. The demutualisation, integration, and attraction of foreign strategic holding had been contemplated by SECP since 2002. It finally ...",Not Found,HBL_STRICT,2017,"December 29, 2017",SUCCESS
DAWN,"Waqar joins Islamabad United as bowling coach, director ...",https://www.dawn.com/news/1357685,Former Pakistan head coach Waqar Younis was on Thursday announced as Islamabad United's bowling coach for the third edition of HBL Pakistan Super League.,Not Found,HBL_STRICT,2017,"September 15, 2017",SUCCESS
DAWN,Cricket: PSL ─ Super sequel - Newspaper,http://www.dawn.com/news/1312836,"Naveed Asghar, chief marketing officer of PSL's title sponsor Habib Bank Limited (HBL), expects the league to grow bigger as time goes by. “There is no ...",Not Found,HBL_STRICT,2017,"February 5, 2017",SUCCESS
DAWN,Asif takes 11 as Wapda whip Islamabad,https://www.dawn.com/news/1363071,Bowlers also had a field day at the LCCA Ground in Lahore as 19 wickets fell in the game between Lahore Whites and Habib Bank Limited (HBL). The regional ...,Not Found,HBL_STRICT,2017,"October 11, 2017",SUCCESS
DAWN,"Abid, Umar strike tons to give HBL lead in final - Newspaper",https://www.dawn.com/news/1449845,"KARACHI: Riding on excellent centuries from Abid Ali and Umar Akmal, Habib Bank Limited (HBL) have considerably strengthened their grip over holders Sui ...",Not Found,HBL_STRICT,2018,"December 7, 2018",SUCCESS
DAWN,"UBL extend winning momentum, Kamran's double ton ...",https://www.dawn.com/news/1380575,A brilliant double century from Wapda's Kamran Akmal extended Habib Bank Limited (HBL)'s misery in the fourth-round of matches in the One-day Departmental Cup ...,Not Found,HBL_STRICT,2018,"January 4, 2018",SUCCESS
DAWN,UBL to wind down New York branch as part of 'global ...,https://www.dawn.com/news/1447019,"In August, the Habib Bank Limited had announced its decision to close its New York branch following intimation from the state's financial regulator that it ...",Not Found,HBL_STRICT,2018,"November 22, 2018",SUCCESS
DAWN,Suspenseful race for PSL playoffs commences today - Sport,https://www.dawn.com/news/1394923,THE stage is set for a suspenseful playoff race in the HBL Pakistan Super League which resumes after Monday's rest day with Islamabad United taking on Multan ...,Not Found,HBL_STRICT,2018,"March 13, 2018",SUCCESS
DAWN,Amir grabs five-for in welcome return to form - Sport,https://www.dawn.com/news/1440802,The remaining two fixtures culminated in listless draws with Habib Bank Limited (HBL) taking three points at Faisalabad's Iqbal Stadium to edge past ...,Not Found,HBL_STRICT,2018,"October 23, 2018",SUCCESS
DAWN,'Disappointed' PCB to host Pak-Aus ODI series in UAE next ...,https://www.dawn.com/news/1462995,... HBL Pakistan Super League matches in the past 18 months. But we are disappointed for the enthusiastic and passionate cricket fans in Pakistan who will now ...,Not Found,HBL_STRICT,2019,"February 10, 2019",SUCCESS
DAWN,Bank Alfalah wins Best Bank Award for 2019,https://www.dawn.com/news/1527611,Habib Bank Limited succeeded in winning two awards for the year 2019. Juries of Pakistan Banking Award chose the HBL for the Best Investment Banking Award ...,Not Found,HBL_STRICT,2020,"January 11, 2020",SUCCESS
DAWN,Pakistan planning to bid for 2023-31 ICC events - Sport,https://www.dawn.com/news/1535495,And PCB chairman Ehsan Mani hopes that confidence will be inspired by the staging of the fifth edition of the HBL Pakistan Super League. The PCB will bid ...,Not Found,HBL_STRICT,2020,"February 20, 2020",SUCCESS
DAWN,Twenty-four players to attend camp at PCB's High ...,https://www.dawn.com/news/1610177,“This month-long camp is for elite cricketers who are either not featuring in the HBL Pakistan Super League 6 or knocking at the doors of international ...,Not Found,HBL_STRICT,2021,"March 2, 2021",SUCCESS
DAWN,Sohaib ready to bat at any position for Pakistan - Sport,https://www.dawn.com/news/1632422,KARACHI: Sohaib Maqsood on Wednesday said that he has no issues where he bats in national colours after a phenomenal run in the recent HBL Pakistan Super ...,Not Found,HBL_STRICT,2021,"July 1, 2021",SUCCESS
DAWN,Imad takes defeat on the chin after Karachi's exit - Sport,https://www.dawn.com/news/1630991,"KARACHI: Imad Wasim admitted if Karachi Kings had scored another 20 runs, the outcome of Eliminator 1 clash in the HBL Pakistan Super League 6 against ...",Not Found,HBL_STRICT,2021,"June 23, 2021",SUCCESS
DAWN,Blistering Azam adds to Kings' worries as United win at home,https://www.dawn.com/news/1740238,"HBL Pakistan Super League: Blistering Azam adds to Kings' worries as United win at home ; SCOREBOARD ; KARACHI KINGS: ; EXTRAS (LB-4, NB-1, W-2) 7 ; TOTAL (for five ...",Not Found,HBL_STRICT,2023,"March 4, 2023",SUCCESS
DAWN,Digital payments halve in 'longest' internet shutdown,https://www.dawn.com/news/1752514,"Ali Habib, a spokesperson for HBL, Pakistan's largest bank, said it had seen a decline of 60pc in the throughput of the POS machines. “HBL processes over ...",Not Found,HBL_STRICT,2023,"May 12, 2023",SUCCESS
DAWN,United to improve in coming games: Shadab - Sport,https://www.dawn.com/news/1740020,Islamabad United captain Shadab Khan on Thursday vowed they would put up an improved show in the remaining HBL Pakistan Super League matches.,Not Found,HBL_STRICT,2023,"March 3, 2023",SUCCESS
DAWN,HBL PSL 2024: Shadab stars as United topple Zalmi to ...,https://www.dawn.com/news/1819156,"United toppled Peshawar Zalmi by 29 runs in the HBL Pakistan Super League match, reigniting their hopes of making it to the play-offs as they rose to third in ...",Not Found,HBL_STRICT,2024,"March 5, 2024",SUCCESS
DAWN,"Sumair appointed PCB COO, Salman made PSL chief ...",https://www.dawn.com/news/1871417,... HBL Pakistan Super League (PSL) department. “Salman began his tenure as the chief operating officer and had previously indicated he would not seek a ...,Not Found,HBL_STRICT,2024,"November 10, 2024",SUCCESS
DAWN,HBL PSL 2025: Action resumes after nine-day hiatus with ...,https://www.dawn.com/news/1911495,The HBL Pakistan Super League (PSL) is set to resume on Saturday after a nine-day hiatus with the league entering a decisive phase as five teams remain in the ...,Not Found,HBL_STRICT,2025,"May 17, 2025",SUCCESS
DAWN,"HBL PSL 2025 : Maaz, Babar keep Peshawar Zalmi's ...",https://www.dawn.com/news/1908099,Peshawar Zalmi ensured their pursuit for the HBL Pakistan Super League (PSL) playoffs stayed alive as debutant Maaz Sadaqat and skipper Babar Azam starred in a ...,Not Found,HBL_STRICT,2025,"May 3, 2025",SUCCESS
DAWN,Inflation jumps to 6.24pc in October - Business,https://www.dawn.com/news/1953003,"The HBL Pakistan Manufacturing PMI rose to 49.6 from 48.0 in September, with firms citing weak demand, higher taxes and power outages as key drags, even as ...",Not Found,HBL_STRICT,2025,"November 4, 2025",SUCCESS
DAWN,"SNGPL, HBL remain in the hunt; UBL march on - Newspaper",https://www.dawn.com/news/1381455,"KARACHI: While Sui Northern Gas Pipelines Limited (SNGPL) and Habib Bank Limited (UBL) both kept their semi-final hopes alive, United Bank Limited (UBL) ...",Not Found,HBL_STRICT,2018,"January 8, 2018",SUCCESS
DAWN,"SC raises minimum pension of banks' employees to Rs8,000",https://www.dawn.com/news/1392171,"Later some of the applicants / petitioners, retirees of the United Bank Limited (UBL), Allied Bank Limited (ABL) as well as the Habib Bank Limited (HBL) ...",Not Found,HBL_STRICT,2018,"February 28, 2018",SUCCESS
DAWN,Umar drives HBL to position of strength - Sport,https://www.dawn.com/news/1440098,His stroke-filled century on Friday inspired Habib Bank Limited (HBL)'s great start to their decisive Pool 'A' fixture in Faisalabad.,Not Found,HBL_STRICT,2018,"October 20, 2018",SUCCESS
DAWN,SC issues notices to 222 companies accused of having ...,https://www.dawn.com/news/1408495,"... Habib Bank Limited. Seventy others had got their loans waived off from the National Bank of Pakistan, while loans by seven other banks including the Bank of ...",Not Found,HBL_STRICT,2018,"May 18, 2018",SUCCESS
DAWN,"Shoaib Akhtar named brand ambassador, adviser to PCB ...",https://www.dawn.com/news/1390034,"... HBL-Pakistan Super League (PSL) - Wasim Akram and Ramiz Raja. Talking to Dawn on Saturday, the PCB chairman said Shoaib has been appointed because he earned ...",Not Found,HBL_STRICT,2018,"February 18, 2018",SUCCESS
DAWN,'First layer of Thar coal extracted five months ahead ...,https://www.dawn.com/news/1413315,"... Habib Bank Limited, Hubco and two Chinese companies CMEC and SPIC. The SECMC is the largest public-private partnership in Pakistan that has undertaken ...",Not Found,HBL_STRICT,2018,"June 11, 2018",SUCCESS
DAWN,"In Karachi colours, Afridi gives former side the blues",https://www.dawn.com/news/1391916,"DUBAI: In his first two seasons of HBL Pakistan Super League, Shahid Afridi had mixed experience in the Peshawar Zalmi colours before parting ways in ...",Not Found,HBL_STRICT,2018,"February 27, 2018",SUCCESS
DAWN,Destiny in Karachi's hands to make playoffs: Arthur,https://www.dawn.com/news/1394917,"... HBL Pakistan Super League. Both sides were levelled in terms of runs scored, 163 apiece, in final league-round fixture at the Dubai International Cricket ...",Not Found,HBL_STRICT,2018,"March 13, 2018",SUCCESS
DAWN,Win for Qalandars at last as Shaheen demolishes Sultans,https://www.dawn.com/news/1394236,"... HBL Pakistan Super League here on Friday. The joy of winning was written all over the face of Rana Fawad, the ever-smiling team owner of Lahore, as his team ...",Not Found,HBL_STRICT,2018,"March 10, 2018",SUCCESS
DAWN,Flamboyant Fakhar wants to play 'natural game' - Sport,https://www.dawn.com/news/1402690,"... (Habib Bank Limited), Azhar Ali (Pakistan at ICC Champions Trophy) and Sami Aslam (United Bank Limited) with them being the other three openers in the ...",Not Found,HBL_STRICT,2018,"April 20, 2018",SUCCESS
DAWN,"Shoaib, Jaahid propel KRL into semis - Sport",https://www.dawn.com/news/1442267,... Habib Bank Limited in the other semi-final on Friday. Scoreboard. MULTAN: Zeeshan Ashraf c Saif b Shoaib 19. Usman Liaquat c Mohsin b Shoaib 8. Yousuf Babar b ...,Not Found,HBL_STRICT,2018,"October 30, 2018",SUCCESS
DAWN,FIA arrests six bankers in Rs62.6m fraud - Newspaper,https://www.dawn.com/news/1412905,"The team raided Habib Bank Limited's Pasrur Branch and arrested Qaiser Mahmood, Muhammad Abrar Ibrahim, Amjad Mahmood, Muhammad Khuda Yar, Amir Ali and Tahir ...",Not Found,HBL_STRICT,2018,"June 9, 2018",SUCCESS
DAWN,Two Chinese men held with skimming device for 'stealing' ...,https://www.dawn.com/news/1382136,KARACHI: Police on Wednesday arrested two Chinese men for allegedly planting a skimming device in a Habib Bank Limited ATM in Zainab Market to steal data of its ...,Not Found,HBL_STRICT,2018,"January 11, 2018",SUCCESS
DAWN,Another suspect in bikes scam held - Newspaper,https://www.dawn.com/news/1400859,"... , Islamic Investment Bank, Habib Bank Limited and Bank of Punjab. Published in Dawn, April 11th, 2018. Newspaper. Email. Your Name*. Recipient Email*. Cancel.",Not Found,HBL_STRICT,2018,"April 11, 2018",SUCCESS
DAWN,Blow to departmental cricket as HBL disbands long-serving ...,https://www.dawn.com/news/1473707,Habib Bank Limited (HBL) — the title sponsor of the Pakistan Super League — has closed down its most significant sporting identity by scrapping the department's ...,Not Found,HBL_STRICT,2019,"April 4, 2019",SUCCESS
DAWN,Most of Pakistan stars retained by their franchises for PSL ...,https://www.dawn.com/news/1519896,LAHORE: Almost all key members of the Pakistan Twenty20 cricket squad have been retained by their respective franchises for the 2020 HBL Pakistan Super ...,Not Found,HBL_STRICT,2019,"December 2, 2019",SUCCESS
DAWN,Pace sensation Shaheen attributes his success to PSL,https://www.dawn.com/news/1463842,"Shaheen Shah Afridi had taken off before the third edition of the HBL Pakistan Super League, having taken eight wickets on his first-class debut in 2017.",Not Found,HBL_STRICT,2019,"February 15, 2019",SUCCESS
DAWN,'PSL offers hope for lesser-known players',https://www.dawn.com/news/1465239,"SHARJAH: The HBL Pakistan Super League has given a new hope to little known players from remote areas, those who have no chance of making it big at the ...",Not Found,HBL_STRICT,2019,"February 22, 2019",SUCCESS
DAWN,PSL season 4 trophy unveiled in Dubai,https://www.dawn.com/news/1463433,The HBL Pakistan Super League trophy was unveiled at a crowded press conference at the Dubai International Cricket Stadium.,Not Found,HBL_STRICT,2019,"February 13, 2019",SUCCESS
DAWN,Lamichhane vows to tour Pakistan again - Newspaper,https://www.dawn.com/news/1469687,"Fast-rising Sandeep Lamichhane, the first player from Nepal to feature in the HBL Pakistan Super League, has described his week-long stay in Karachi a 'life- ...",Not Found,HBL_STRICT,2019,"March 15, 2019",SUCCESS
DAWN,"Shaheen, Haris lead Lahore to win over Karachi",https://www.dawn.com/news/1464329,"Lahore Qalandars, inspired by hostile bowling of Shaheen Shah Afridi and Haris Rauf, won the crucial clash against Karachi Kings in the HBL Pakistan Super ...",Not Found,HBL_STRICT,2019,"February 17, 2019",SUCCESS
DAWN,"Tickets for PSL matches in Sharjah, Abu Dhabi available ...",https://www.dawn.com/news/1457705,Tickets for the HBL Pakistan Super League (PSL) 2019 matches in Sharjah and Abu Dhabi are now available online on www.q-tickets.com.,Not Found,HBL_STRICT,2019,"January 15, 2019",SUCCESS
DAWN,"Former banker Younis Habib, central figure in Asghar Khan ...",https://www.dawn.com/news/1478317,"Habib began his career in 1963 as a clerk in Habib Bank Limited and retired in 1991 as the bank's provincial head. In Nov 1991, he received permission to ...",Not Found,HBL_STRICT,2019,"April 25, 2019",SUCCESS
DAWN,Prolific Abid determined to excel on international stage,https://www.dawn.com/news/1468652,"One of the real success stories of the 2018-19 season, Abid's 134 from 315 deliveries in just over 450 minutes of crease occupation inspired Habib Bank Limited ...",Not Found,HBL_STRICT,2019,"March 10, 2019",SUCCESS
DAWN,Rohail named U-19 captain for SL tour - Sport,https://www.dawn.com/news/1476543,Wicket-keeper/batsman Rohail scored 130 and four for Islamabad against Habib Bank Limited in the Quaid-i-Azam Trophy in September. He played three more ...,Not Found,HBL_STRICT,2019,"April 17, 2019",SUCCESS
DAWN,"Festive atmosphere, excited fans set to welcome cricket ...",https://www.dawn.com/news/1536621,"After a long gap of 12 years, Multan is set to host a high-profile cricket match with home team Multan Sultans taking on Peshawar Zalmi in their HBL Pakistan ...",Not Found,HBL_STRICT,2020,"February 26, 2020",SUCCESS
DAWN,HBL PSL releases teams' retention list; draft to be held today,https://www.dawn.com/news/1600626,"Both players, who are automatic selections in the national men's white-ball sides, will once again be one of the star attractions in the HBL Pakistan Super ...",Not Found,HBL_STRICT,2021,"January 10, 2021",SUCCESS
DAWN,"Rs7,500 denomination prize bonds withdrawn - Business",https://www.dawn.com/news/1621116,"... Habib Bank Limited, United Bank Limited, MCB Bank Limited, Allied Bank Limited and Bank Alfalah Limited. Second, these bonds can be replaced with Special ...",Not Found,HBL_STRICT,2021,"April 30, 2021",SUCCESS
DAWN,Degrees awarded to over 1370 students at IoBM convocation,https://www.dawn.com/news/1725695,Habib Bank Limited President Muhammad Aurangzeb explained to students that it's important in life to become a good human. “It is great to be successful in ...,Not Found,HBL_STRICT,2022,"December 11, 2022",SUCCESS
DAWN,HBL Pakistan Super League: Roy onslaught trumps Babar ...,https://www.dawn.com/news/1741148,"HBL Pakistan Super League: Roy onslaught trumps Babar ton as Gladiators stay alive · Kashif Abbasi Published March 9, 2023. 0.",Not Found,HBL_STRICT,2023,"March 9, 2023",SUCCESS
DAWN,Victory eludes Gladiators again as United win by two wickets,https://www.dawn.com/news/1740550,"HBL Pakistan Super League: Victory eludes Gladiators again as United win by two wickets · Kashif Abbasi Published March 6, 2023. 0.",Not Found,HBL_STRICT,2023,"March 6, 2023",SUCCESS
DAWN,"Bulls rampant at PSX as shares climb 4000 points, marking ...",https://www.dawn.com/news/1880547,"... Habib Bank Limited (HBL), Fauji Fertiliser Company Limited (FFC), ENGRO, Pakistan State Oil (PSO), Lucky Cement Limited (LUCK), Fauji Cement Company Limited ...",Not Found,HBL_STRICT,2024,"December 23, 2024",SUCCESS
DAWN,HBL Pakistan Super League: Trophy unveiling stirs ...,https://www.dawn.com/news/1813970,LAHORE: The countdown clock is ticking inside the Gaddafi Stadium as the HBL Pakistan Super League (PSL) show is now just a few days away.,Not Found,HBL_STRICT,2024,"February 14, 2024",SUCCESS
DAWN,HBL Pakistan Super League: Nerveless Nafay defies ...,https://www.dawn.com/news/1815597,"HBL Pakistan Super League: Nerveless Nafay defies Qalandars as Gladiators cruise to another win · Mohammad Yaqoob Published February 20, 2024. 0.",Not Found,HBL_STRICT,2024,"February 20, 2024",SUCCESS
DAWN,"HBL PSL 2025: Quetta Gladiators, Lahore Qalandars all ...",https://www.dawn.com/news/1913153,Pumped-up Lahore Qalandars will be looking to clinch the HBL Pakistan Super League title for the third time — after winning back-to-back titles in 2022 and 2023 ...,Not Found,HBL_STRICT,2025,"May 25, 2025",SUCCESS
DAWN,"HBL PSL 2025: Vince masterclass, bowling brilliance sees ...",https://www.dawn.com/news/1905170,Karachi Kings returned to winning ways in the HBL Pakistan Super League with a commanding 56-run victory over Quetta Gladiators at the National Bank Stadium ...,Not Found,HBL_STRICT,2025,"April 19, 2025",SUCCESS
DAWN,Foreign PSL players to stay despite cross-border tensions,https://www.dawn.com/news/1909277,KARACHI: The foreign players participating in the HBL Pakistan Super League (PSL) will continue their stay in the country despite the ongoing military ...,Not Found,HBL_STRICT,2025,"May 8, 2025",SUCCESS
DAWN,Watson eyes elusive PSL title for Gladiators,https://www.dawn.com/news/1469699,KARACHI: Former Australia all-rounder and World Cup winner Shane Watson is an excited man. Having guided his Quetta Gladiators to the HBL Pakistan Super ...,Not Found,HBL_STRICT,2019,"March 15, 2019",SUCCESS
DAWN,Amir helps Karachi keep Multan at bay after record stand,https://www.dawn.com/news/1464080,DUBAI: A record partnership in the history of HBL Pakistan Super League was the plinth Karachi Kings needed here on...,Not Found,HBL_STRICT,2019,"February 16, 2019",SUCCESS
DAWN,Rookie Haris just loves to bowl fast - Sport,https://www.dawn.com/news/1464525,DUBAI: The emergence of Lahore Qalandars' Haris Rauf is a fairytale in itself as he rose from an unknown lad to a newest sensation in the HBL Pakistan Super ...,Not Found,HBL_STRICT,2019,"February 18, 2019",SUCCESS
DAWN,"Ronchi, Patel lift United into second place",https://www.dawn.com/news/1465695,SHARJAH: Karachi Kings were left with huge amount of catching up to do after their latest appearance in the HBL Pakistan Super League saw the ruthless ...,Not Found,HBL_STRICT,2019,"February 24, 2019",SUCCESS
DAWN,Ton-up Delport leads United's charge into playoffs,https://www.dawn.com/news/1468689,"KARACHI: Islamabad United, power-driven by Cameron Delport's dazzling century, put up a record-breaking batting performance in the HBL Pakistan Super League ...",Not Found,HBL_STRICT,2019,"March 10, 2019",SUCCESS
DAWN,Islamabad United launch campaign on winning note,https://www.dawn.com/news/1464078,Islamabad United justified their status as the defending champions launched the HBL Pakistan Super League campaign with a five-wicket defeat of Lahore ...,Not Found,HBL_STRICT,2019,"February 16, 2019",SUCCESS
DAWN,"Pakistan, Malaysia sign agreements for 5 'big projects'",https://www.dawn.com/news/1471200,About 3 decades ago our own Habib Bank Limited had sent a delegation of bankers to Malaysia to TEACH THEM banking. Today the Malaysians are being invited to ...,Not Found,HBL_STRICT,2019,"March 22, 2019",SUCCESS
DAWN,Dawson seals last-ball win for Zalmi,https://www.dawn.com/news/1467024,"... HBL Pakistan Super League. Zalmi, the champions in 2017, were reeling at 84-5 when they lost big-hitting Kieron Pollard midway through the 12th over in ...",Not Found,HBL_STRICT,2019,"March 2, 2019",SUCCESS
DAWN,"Miandad blasts govt, warns PCB not to abolish departments",https://www.dawn.com/news/1478367,"“I played for Habib Bank Limited which elevated me to Senior Vice President position and it also enabled me to provide top education to my children,” he ...",Not Found,HBL_STRICT,2019,"April 26, 2019",SUCCESS
DAWN,National T20 Cup offers fringe players chance to impress,https://www.dawn.com/news/1510500,... HBL Pakistan Super League. With talks of wholesale changes in the makeup of the Pakistan squad gathering momentum following the humiliation of the world's ...,Not Found,HBL_STRICT,2019,"October 13, 2019",SUCCESS
DAWN,United deliver knockout punch as Kings bow out,https://www.dawn.com/news/1469667,Islamabad United kept their title defence alive in the HBL Pakistan Super League after ruining Karachi Kings' aspirations of an extended hometown party.,Not Found,HBL_STRICT,2019,"March 15, 2019",SUCCESS
DAWN,"Players, officials pay rich tributes to late Abdul Qadir - Sport",https://www.dawn.com/news/1504091,"We both hhad played together for Pakistan as well as Habib Bank Limited,” he said. Former Test spinner and NBP Sports Head Iqbal Qasim was very emotional at ...",Not Found,HBL_STRICT,2019,"September 8, 2019",SUCCESS
DAWN,"Watson, bowlers star as Quetta drub Islamabad - Newspaper",https://www.dawn.com/news/1464532,DUBAI: Quetta Gladiators put another clinical performance to early pace in the HBL Pakistan Super League by cruising to a seven-wicket win over defending ...,Not Found,HBL_STRICT,2019,"February 18, 2019",SUCCESS
DAWN,Iftikhar hopes to win back lost spot - Newspaper,https://www.dawn.com/news/1467347,"... HBL Pakistan Super League fixture here in Dubai last Thursday. Iftikhar, who is also a handy off-spinner, took two for four in his two overs against the ...",Not Found,HBL_STRICT,2019,"March 3, 2019",SUCCESS
DAWN,Umar Akmal stars in Quetta's win over Peshawar,https://www.dawn.com/news/1464149,Quetta Gladiators put up an efficient team performance to open their HBL Pakistan Super League campaign with a six-wicket win over former champions Peshawar ...,Not Found,HBL_STRICT,2019,"February 16, 2019",SUCCESS
DAWN,FIA insists on abandoning Asghar Khan case verdict ...,https://www.dawn.com/news/1487891,"... Habib Bank Limited Younus Habib — and complainant Air Marshal Asghar Khan as well as nine other politicians accused of receiving the funds, the allegations ...",Not Found,HBL_STRICT,2019,"June 13, 2019",SUCCESS
DAWN,Here's how PSL is better than IPL — and all other cricket ...,https://www.dawn.com/news/1463403,Habib Bank Limited (HBL) bought the PSL sponsorship rights for three years at $64.7 million i.e $6.6 million a year. 4. Media Rights After the first decade ...,Not Found,HBL_STRICT,2019,"February 13, 2019",SUCCESS
DAWN,THE FUTURE OF KARACHI'S SADDAR - Newspaper,https://www.dawn.com/news/1455777,"More recently, such space has formally been provided in a park in Sector 11-B of North Karachi, which has been taken over by Habib Bank Limited under the 'Adopt ...",Not Found,HBL_STRICT,2019,"January 6, 2019",SUCCESS
DAWN,Accountant of private firm held in fake accounts case,https://www.dawn.com/news/1478234,"NAB investigators said the principal accused in the case, in connivance with Mohammad Hanif, managed to obtain Rs1.5 billion loan from the Habib Bank Limited, ...",Not Found,HBL_STRICT,2019,"April 25, 2019",SUCCESS
DAWN,Customers of big retailers to pay Re1 per invoice to FBR,https://www.dawn.com/news/1644593,"Using this model 20 years ago, Mr Tarin said, he had increased the Habib Bank Limited's deposits from a few million per month to Rs40bn, adding that Turkey ...",Not Found,HBL_STRICT,2021,"September 5, 2021",SUCCESS
DAWN,Multan Sultans outclass Peshawar Zalmi to seal maiden ...,https://www.dawn.com/news/1631329,... HBL Pakistan Super League 6 final at the Sheikh Zayed Cricket Stadium on Thursday night. — Courtesy PCB. Jump to comments. Join our Whatsapp Channel. KARACHI ...,Not Found,HBL_STRICT,2021,"June 25, 2021",SUCCESS
DAWN,"NTDC secures Rs6.4bn loan for grid station, transmission ...",https://www.dawn.com/news/1634908,"The agreement for the loan, approved by the consortium (National Bank of Pakistan, Habib Bank Limited and Bank Islami Pakistan Limited) was signed by the ...",Not Found,HBL_STRICT,2021,"July 14, 2021",SUCCESS
DAWN,HBL Pakistan Super League: Ton-up Guptill stars as ...,https://www.dawn.com/news/1737910,"HBL Pakistan Super League: Ton-up Guptill stars as Gladiators keep Kings winless · Mir Shabbar Ali Published February 19, 2023. 0. Jump to comments. Join our ...",Not Found,HBL_STRICT,2023,"February 19, 2023",SUCCESS
DAWN,HBL Pakistan Super League: Faheem sparkles as United ...,https://www.dawn.com/news/1740950,"E-Paper | December 11, 2025 · HBL Pakistan Super League: Faheem sparkles as United mount incredible chase against Sultans · Hamza 'The Rocket' fires into swimming ...",Not Found,HBL_STRICT,2023,"March 8, 2023",SUCCESS
DAWN,Rashid casts a spell as Qalandars ease past Sultans,https://www.dawn.com/news/1740374,"HBL Pakistan Super League: Rashid casts a spell as Qalandars ease past Sultans · Mohammad Yaqoob Published March 5, 2023. 0.",Not Found,HBL_STRICT,2023,"March 5, 2023",SUCCESS
DAWN,HBL PSL 2024: Ton-up Babar makes the difference as ...,https://www.dawn.com/news/1817384,"Zalmi, on the other hand, have now won three on the bounce after opening the HBL Pakistan Super League season with a pair of losses. They got off to a fast ...",Not Found,HBL_STRICT,2024,"February 27, 2024",SUCCESS
DAWN,Financing the InfraZamin way - Newspaper,https://www.dawn.com/news/1864937,The Multinet loan facility of Rs2.1bn was provided by Habib Bank Limited to support the company in its plans to extend fibre optic access into Tier-2 and Tier-3 ...,Not Found,HBL_STRICT,2024,"October 14, 2024",SUCCESS
DAWN,"Ngidi, Rashid, Pollard and Curran pull out of PSL",https://www.dawn.com/news/1809652,"LAHORE: In what could be termed a setback for the HBL Pakistan Super League (PSL) T20 tournament, four prominent foreign players on Monday withdrew from the ...",Not Found,HBL_STRICT,2024,"January 30, 2024",SUCCESS
DAWN,Franchises announce player retentions for PSL 10,https://www.dawn.com/news/1883153,All six franchises of the HBL Pakistan Super on Saturday announced their retentions ahead of the PSL 2025 player draft which is scheduled to take place on Jan ...,Not Found,HBL_STRICT,2025,"January 5, 2025",SUCCESS
