date,Open,High,Low,Close,Volume,daily_sentiment,daily_sentiment_sum,daily_news_count,daily_pos,daily_neg,daily_neu,quarterly_sentiment,annual_sentiment,log_return,close_next,log_return_next,direction_next,quarterly_date,annual_date
2016-01-14,100.61295662544028,100.61295662544028,98.0317897491476,98.77452850341795,942400,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.027872694890710648,97.199462890625,-0.01607457721108485,0,2015-09-30,2015-12-31
2016-01-15,99.55938684676204,99.77009132864792,96.39877139130928,97.199462890625,243300,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.01607457721108485,94.7658233642578,-0.02535635440923656,0,2015-09-30,2015-12-31
2016-01-18,95.40321795239709,96.39354711689424,92.34268865242792,94.7658233642578,935600,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.02535635440923656,95.3399887084961,0.006040500117332037,1,2015-09-30,2015-12-31
2016-01-19,95.87202286482976,95.87202286482976,93.82289038994764,95.3399887084961,804700,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.006040500117332037,93.44361114501952,-0.020091166337582678,0,2015-09-30,2015-12-31
2016-01-20,94.81847941809642,95.47167628105144,92.71140209769428,93.44361114501952,465300,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.020091166337582678,94.2390365600586,0.00847633158685479,1,2015-09-30,2015-12-31
2016-01-21,93.1591657877821,95.23990318027695,92.97479329415005,94.2390365600586,1646300,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.00847633158685479,93.6806411743164,-0.0059429330227169785,0,2015-09-30,2015-12-31
2016-01-22,94.8184646795577,94.8184646795577,93.517343993426,93.6806411743164,274800,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.0059429330227169785,93.3171844482422,-0.003887287807193829,0,2015-09-30,2015-12-31
2016-01-25,94.55509560021436,95.33998480272676,93.13282000377244,93.3171844482422,304400,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.003887287807193829,92.70612335205078,-0.006569749794053337,0,2015-09-30,2015-12-31
2016-01-26,92.97477277635822,93.47520195710072,92.44800352550068,92.70612335205078,143300,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.006569749794053337,92.71662902832033,0.0001133159350290569,1,2015-09-30,2015-12-31
2016-01-27,93.49098027032215,93.49625310570129,92.44797967332612,92.71662902832033,527800,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.0001133159350290569,90.17236328125,-0.02782485556024472,0,2015-09-30,2015-12-31
2016-01-28,92.7166599186723,93.23816440984906,89.02401008624007,90.17236328125,943000,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.02782485556024472,90.10386657714844,-0.0007599083634213244,0,2015-09-30,2015-12-31
2016-01-29,90.60429567241836,90.86768025286143,89.84048199670535,90.10386657714844,1652500,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.0007599083634213244,94.60780334472656,0.04877688246443235,1,2015-09-30,2015-12-31
2016-02-01,90.60435201719316,94.60780334472656,90.60435201719316,94.60780334472656,1355300,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.04877688246443235,96.79383087158205,0.022843301142462025,1,2015-09-30,2015-12-31
2016-02-02,95.02915101197682,98.50583060128348,95.02915101197682,96.79383087158205,1338000,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.022843301142462025,99.40137481689452,0.026582683136587626,1,2015-09-30,2015-12-31
2016-02-03,95.88255941425534,101.07123269318602,95.61390190130862,99.40137481689452,2132700,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.026582683136587626,101.18708038330078,0.017805139784206503,1,2015-09-30,2015-12-31
2016-02-04,99.40133335180876,101.5610900027418,99.40133335180876,101.18708038330078,1067900,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.017805139784206503,101.18708038330078,0.0,0,2015-09-30,2015-12-31
2016-02-05,101.18708038330077,101.18708038330077,101.18708038330077,101.18708038330078,0,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.0,103.33629608154295,0.02101759564995742,1,2015-09-30,2015-12-31
2016-02-08,101.66643895547028,104.98508597972318,101.66643895547028,103.33629608154295,930900,0.0,0.0,0,0,0,0,0.174584,-0.811481,0.02101759564995742,102.80431365966795,-0.00516136634630282,0,2015-09-30,2015-12-31
2016-02-09,103.45750254364812,103.5101826965523,101.40310518618992,102.80431365966795,519400,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.00516136634630282,101.2608642578125,-0.015127312268616855,0,2015-09-30,2015-12-31
2016-02-10,102.19324820596307,102.8517098567747,101.1397095646645,101.2608642578125,2127400,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.015127312268616855,99.34870147705078,-0.019064102815292472,0,2015-09-30,2015-12-31
2016-02-11,101.4030987031648,101.4030987031648,99.24334117797844,99.34870147705078,389200,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.019064102815292472,97.45759582519533,-0.019218529939081463,0,2015-09-30,2015-12-31
2016-02-12,100.09144260966173,100.42330987662048,96.9255616683636,97.45759582519533,233600,0.0,0.0,0,0,0,0,0.174584,-0.811481,-0.019218529939081463,100.79730224609376,0.03369422305988223,1,2015-09-30,2015-12-31
